"ref_area.label","indicator.label","source.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Total","Age (Youth, adults): 15-24","2018",13.75,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Total","Age (Youth, adults): 25+","2018",4.67,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Male","Age (Youth, adults): 15+","2018",5.78,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Male","Age (Youth, adults): 15-24","2018",14.79,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Male","Age (Youth, adults): 25+","2018",4.61,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Female","Age (Youth, adults): 15+","2018",5.69,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Female","Age (Youth, adults): 15-24","2018",12.6,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Female","Age (Youth, adults): 25+","2018",4.73,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2017",6.71,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Total","Age (Youth, adults): 15-24","2017",14.41,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Total","Age (Youth, adults): 25+","2017",5.7,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Male","Age (Youth, adults): 15+","2017",7.07,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Male","Age (Youth, adults): 15-24","2017",16.05,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Male","Age (Youth, adults): 25+","2017",5.93,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Female","Age (Youth, adults): 15+","2017",6.29,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Female","Age (Youth, adults): 15-24","2017",12.61,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Female","Age (Youth, adults): 25+","2017",5.42,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2016",8.37,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Total","Age (Youth, adults): 15-24","2016",16.8,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Total","Age (Youth, adults): 25+","2016",7.17,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Male","Age (Youth, adults): 15+","2016",9.02,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Male","Age (Youth, adults): 15-24","2016",19.67,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Male","Age (Youth, adults): 25+","2016",7.55,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Female","Age (Youth, adults): 15+","2016",7.6,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Female","Age (Youth, adults): 15-24","2016",13.56,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Female","Age (Youth, adults): 25+","2016",6.72,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2015",9.91,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Total","Age (Youth, adults): 15-24","2015",20.23,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Total","Age (Youth, adults): 25+","2015",8.51,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Male","Age (Youth, adults): 15+","2015",10.73,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Male","Age (Youth, adults): 15-24","2015",23.56,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Male","Age (Youth, adults): 25+","2015",9.03,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Female","Age (Youth, adults): 15+","2015",8.91,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Female","Age (Youth, adults): 15-24","2015",16.33,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Female","Age (Youth, adults): 25+","2015",7.89,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2014",11.86,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Total","Age (Youth, adults): 15-24","2014",23.42,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Total","Age (Youth, adults): 25+","2014",10.27,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Male","Age (Youth, adults): 15+","2014",12.67,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Male","Age (Youth, adults): 15-24","2014",26.58,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Male","Age (Youth, adults): 25+","2014",10.82,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Female","Age (Youth, adults): 15+","2014",10.88,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Female","Age (Youth, adults): 15-24","2014",19.82,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Female","Age (Youth, adults): 25+","2014",9.6,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2013",13.73,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Total","Age (Youth, adults): 15-24","2013",26.74,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Total","Age (Youth, adults): 25+","2013",11.87,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Male","Age (Youth, adults): 15+","2013",14.83,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Male","Age (Youth, adults): 15-24","2013",30.31,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Male","Age (Youth, adults): 25+","2013",12.71,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Female","Age (Youth, adults): 15+","2013",12.42,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Female","Age (Youth, adults): 15-24","2013",22.78,,,,"Repository: Eurostat special tabulation"
"Ireland","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - EU Labour Force Survey","Sex: Female","Age (Youth, adults): 25+","2013",10.86,,,,"Repository: Eurostat special tabulation"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2021",9.28,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15-24","2021",23.71,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 25+","2021",7.82,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15+","2021",7.97,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15-24","2021",20.93,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 25+","2021",6.67,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15+","2021",16.01,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15-24","2021",37.01,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 25+","2021",13.75,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2020",9.69,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15-24","2020",23.73,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 25+","2020",8.25,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15+","2020",8.47,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15-24","2020",21.23,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 25+","2020",7.16,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15+","2020",15.67,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15-24","2020",35.96,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 25+","2020",13.59,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2019",10.74,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15-24","2019",26.07,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 25+","2019",9.01,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15+","2019",9.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15-24","2019",22.79,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 25+","2019",7.58,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15+","2019",17.55,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15-24","2019",38.82,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 25+","2019",14.99,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2018",12.19,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15-24","2018",27.72,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 25+","2018",10.34,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15+","2018",10.51,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15-24","2018",24.35,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 25+","2018",8.89,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15+","2018",18.96,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15-24","2018",39.98,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 25+","2018",16.23,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2017",12.23,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15-24","2017",28.47,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 25+","2017",10.17,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15+","2017",10.33,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15-24","2017",24.31,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 25+","2017",8.59,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15+","2017",19.92,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15-24","2017",43.69,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 25+","2017",16.63,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2016",12.62,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15-24","2016",29.31,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 25+","2016",10.41,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15+","2016",10.68,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15-24","2016",25.53,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 25+","2016",8.74,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15+","2016",20.78,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15-24","2016",44.27,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 25+","2016",17.48,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2015",11.17,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15-24","2015",26.23,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 25+","2015",9.12,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15+","2015",9.39,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15-24","2015",22.38,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 25+","2015",7.67,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15+","2015",19.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15-24","2015",42.79,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 25+","2015",16.06,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2014",10.68,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15-24","2014",25.25,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 25+","2014",8.53,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15+","2014",8.91,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15-24","2014",21.36,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 25+","2014",7.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15+","2014",19.76,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15-24","2014",43.81,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 25+","2014",15.97,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2013",10.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15-24","2013",24.14,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 25+","2013",8.34,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15+","2013",8.75,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15-24","2013",20.15,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 25+","2013",6.89,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15+","2013",19.87,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iran, Islamic Republic of","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15-24","2013",41.85,,,,"Repository: ILO-STATISTICS - Micro data processing"
